Distance;Intensity;State;Counter;Encoder1;Encoder2;Encoder3
1852.816;17.68;0;21320;608069;0;0
1844.661;18.046;0;21321;608066;0;0
1845.169;20.147;0;21322;608063;0;0
1842.733;21.514;0;21323;608060;0;0
1849.8;23.175;0;21324;608057;0;0
1855.23;24.078;0;21325;608054;0;0
1857.766;24.493;0;21326;608051;0;0
1859.524;25.861;0;21327;608048;0;0
1860.294;26.178;0;21328;608044;0;0
1859.949;27.961;0;21329;608041;0;0
1860.31;27.228;0;21330;608038;0;0
1859.826;27.473;0;21331;608034;0;0
1857.918;26.081;0;21332;608031;0;0
1859.321;25.568;0;21333;608027;0;0
1857.073;24.444;0;21334;608024;0;0
1859.594;25.617;0;21335;608020;0;0
1856.68;28.205;0;21336;608016;0;0
1857.952;31.6;0;21337;608012;0;0
1862.085;33.7;0;21338;608009;0;0
1865.323;35.385;0;21339;608005;0;0
1872.626;34.847;0;21340;608001;0;0
1875.776;34.53;0;21341;607997;0;0
1873.766;37.558;0;21342;607993;0;0
1870.223;41.27;0;21343;607989;0;0
1866.421;46.496;0;21344;607985;0;0
1861.388;49.915;0;21345;607981;0;0
1860.514;48.449;0;21346;607976;0;0
1863.956;41.148;0;21347;607972;0;0
1875.315;32.845;0;21348;607968;0;0
1877.668;28.718;0;21349;607964;0;0
1875.14;24.86;0;21350;607959;0;0
1874.612;24.029;0;21351;607955;0;0
1869.368;23.272;0;21352;607950;0;0
1873.684;24.737;0;21353;607946;0;0
1873.379;25.91;0;21354;607941;0;0
1868.871;29.084;0;21355;607936;0;0
1867.543;27.961;0;21356;607932;0;0
1870.254;25.592;0;21357;607927;0;0
1880.922;23.272;0;21358;607922;0;0
1886.124;23.223;0;21359;607918;0;0
1885.729;26.789;0;21360;607913;0;0
1887.596;28.327;0;21361;607908;0;0
1882.507;29.915;0;21362;607903;0;0
1881.078;31.526;0;21363;607898;0;0
1877.608;32.625;0;21364;607893;0;0
1875.497;32.845;0;21365;607888;0;0
1866.065;31.575;0;21366;607883;0;0
1864.144;28.694;0;21367;607878;0;0
1873.516;26.569;0;21368;607873;0;0
1876.046;24.518;0;21369;607868;0;0
1880.999;23.053;0;21370;607863;0;0
1871.826;23.175;0;21371;607858;0;0
1868.91;26.203;0;21372;607853;0;0
1869.73;27.302;0;21373;607848;0;0
1873.714;26.325;0;21374;607843;0;0
1876.745;22.393;0;21375;607837;0;0
1881.606;17.875;0;21376;607832;0;0
1878.445;17.363;0;21377;607827;0;0
1872.577;17.924;0;21378;607822;0;0
1873.61;18.926;0;21379;607816;0;0
1873.907;22.784;0;21380;607811;0;0
1882.574;28.23;0;21381;607806;0;0
1881.383;30.33;0;21382;607800;0;0
1871.588;31.062;0;21383;607795;0;0
1856.859;26.984;0;21384;607790;0;0
1855.383;22.198;0;21385;607784;0;0
1864.44;19.096;0;21386;607779;0;0
1868.846;16.654;0;21387;607774;0;0
1887.728;13.846;0;21388;607768;0;0
1895.242;13.211;0;21389;607763;0;0
1903.343;15.14;0;21390;607757;0;0
1901.022;15.849;0;21391;607752;0;0
1896.73;15.824;0;21392;607747;0;0
1887.828;14.139;0;21393;607741;0;0
1881.943;13.431;0;21394;607736;0;0
1866.73;12.747;0;21395;607730;0;0
2900.75;18.339;0;21396;607725;0;0
2905.441;21.294;0;21397;607719;0;0
2906.159;18.12;0;21398;607714;0;0
2902.896;13.431;0;21399;607708;0;0
2848.831;9.67;0;21400;607703;0;0
3286.941;10.305;0;21401;607697;0;0
3283.938;13.602;0;21402;607692;0;0
3146.214;18.706;0;21403;607686;0;0
3176.294;30.574;0;21404;607681;0;0
3104.772;53.382;0;21405;607675;0;0
3040.03;98.999;0;21406;607670;0;0
3000.677;100;128;21407;607664;0;0
2977.859;100;128;21408;607659;0;0
2961.172;100;128;21409;607653;0;0
2936.537;100;128;21410;607648;0;0
2925.222;100;128;21411;607642;0;0
2923.696;100;128;21412;607636;0;0
2915.291;100;128;21413;607631;0;0
2913.52;100;128;21414;607625;0;0
2913.592;100;128;21415;607620;0;0
2915.294;100;128;21416;607614;0;0
2916.695;100;128;21417;607609;0;0
2911.934;100;128;21418;607603;0;0
2899.715;100;128;21419;607597;0;0
2899.688;100;128;21420;607592;0;0
2903.672;100;128;21421;607586;0;0
2902.76;100;128;21422;607580;0;0
2895.774;100;128;21423;607575;0;0
2881.638;100;128;21424;607569;0;0
2879.068;100;128;21425;607564;0;0
2885.147;100;128;21426;607558;0;0
2891.58;100;128;21427;607552;0;0
2897.761;100;128;21428;607547;0;0
2900.625;100;128;21429;607541;0;0
2905.264;100;128;21430;607535;0;0
2907.626;100;128;21431;607529;0;0
2905.51;100;128;21432;607524;0;0
2904.434;100;128;21433;607518;0;0
2910.688;100;128;21434;607512;0;0
2913.054;100;128;21435;607507;0;0
2910.878;100;128;21436;607501;0;0
2904.653;100;128;21437;607495;0;0
2899.155;100;128;21438;607489;0;0
2900.025;100;128;21439;607484;0;0
2903.539;100;128;21440;607478;0;0
2912.709;100;128;21441;607472;0;0
2912.351;100;128;21442;607466;0;0
2908.976;100;128;21443;607460;0;0
2911.567;100;128;21444;607455;0;0
2916.775;100;128;21445;607449;0;0
2919.245;100;128;21446;607443;0;0
2915.66;100;128;21447;607437;0;0
2911.746;100;128;21448;607432;0;0
2910.051;100;128;21449;607426;0;0
2918.462;100;128;21450;607420;0;0
2921.773;100;128;21451;607414;0;0
2920.802;100;128;21452;607408;0;0
2917.115;100;128;21453;607403;0;0
2925.067;100;128;21454;607397;0;0
2962.551;100;128;21455;607391;0;0
2978.673;100;128;21456;607385;0;0
3002.848;100;128;21457;607380;0;0
3011.484;49.939;0;21458;607374;0;0
2952.618;27.448;0;21459;607368;0;0
2909.038;22.027;0;21460;607362;0;0
2900.882;24.274;0;21461;607356;0;0
2921.173;20.073;0;21462;607351;0;0
2893.649;12.259;0;21463;607345;0;0
2903.494;10.012;0;21464;607339;0;0
2914.063;11.087;0;21465;607334;0;0
2917.24;12.137;0;21466;607328;0;0
2909.09;9.939;0;21467;607322;0;0
1849.615;9.451;0;21468;607317;0;0
1837.798;10.916;0;21469;607311;0;0
1842.498;11.306;0;21470;607306;0;0
1855.293;11.306;0;21471;607300;0;0
1856.958;13.187;0;21472;607294;0;0
1845.722;16.117;0;21473;607289;0;0
1847.288;19.487;0;21474;607283;0;0
1849.257;20.391;0;21475;607278;0;0
1856.964;19.805;0;21476;607272;0;0
1853.321;20.098;0;21477;607267;0;0
1855.324;19.756;0;21478;607261;0;0
1856.37;20.781;0;21479;607256;0;0
1858.712;21.661;0;21480;607250;0;0
1858.84;22.662;0;21481;607245;0;0
1866.675;22.051;0;21482;607240;0;0
1863.061;21.294;0;21483;607234;0;0
1862.158;20.781;0;21484;607229;0;0
1849.645;22.076;0;21485;607224;0;0
1851.21;26.349;0;21486;607219;0;0
1858.089;30.134;0;21487;607213;0;0
1860.51;32.918;0;21488;607208;0;0
1865.365;33.26;0;21489;607203;0;0
1863.713;31.306;0;21490;607198;0;0
1863.855;29.524;0;21491;607193;0;0
1864.099;31.502;0;21492;607188;0;0
1862.305;36.41;0;21493;607183;0;0
1861.797;37.582;0;21494;607178;0;0
1856.563;36.142;0;21495;607173;0;0
1855.73;31.013;0;21496;607168;0;0
1858.632;26.593;0;21497;607163;0;0
1863.322;27.888;0;21498;607158;0;0
1871.769;33.04;0;21499;607153;0;0
1872.552;40.366;0;21500;607149;0;0
1874.937;45.201;0;21501;607144;0;0
1872.002;45.25;0;21502;607139;0;0
1866.973;40.879;0;21503;607135;0;0
1863.277;35.897;0;21504;607130;0;0
1868.145;31.087;0;21505;607125;0;0
1875.34;31.136;0;21506;607121;0;0
1876.373;34.359;0;21507;607116;0;0
1870.448;38.242;0;21508;607112;0;0
1873.42;40.195;0;21509;607107;0;0
1870.294;42.808;0;21510;607103;0;0
1873.048;45.006;0;21511;607099;0;0
1872.948;47.131;0;21512;607094;0;0
1876.404;45.25;0;21513;607090;0;0
1876.719;42.442;0;21514;607086;0;0
1879.838;39.219;0;21515;607082;0;0
1881.926;37.607;0;21516;607077;0;0
1882.16;36.874;0;21517;607073;0;0
1884.603;36.068;0;21518;607069;0;0
1881.63;33.871;0;21519;607065;0;0
1882.045;29.963;0;21520;607061;0;0
1886.469;29.353;0;21521;607057;0;0
1889.853;31.282;0;21522;607053;0;0
1895.128;35.751;0;21523;607049;0;0
1902.414;40;0;21524;607045;0;0
1902.603;42.808;0;21525;607041;0;0
1892.857;43.98;0;21526;607037;0;0
1882.184;40.147;0;21527;607033;0;0
1871.735;35.995;0;21528;607030;0;0
1862.329;32.234;0;21529;607026;0;0
1863.561;29.304;0;21530;607022;0;0
1863.518;29.866;0;21531;607018;0;0
1867.343;30.916;0;21532;607015;0;0
1869.883;31.99;0;21533;607011;0;0
1865.95;33.651;0;21534;607007;0;0
1859.268;32.674;0;21535;607004;0;0
1857.055;31.404;0;21536;607000;0;0
1860.145;30.672;0;21537;606996;0;0
1859.874;28.303;0;21538;606993;0;0
1863.877;25.69;0;21539;606989;0;0
1874.485;24.689;0;21540;606986;0;0
1883.389;24.103;0;21541;606983;0;0
1886.53;23.98;0;21542;606979;0;0
1886.709;24.029;0;21543;606976;0;0
1889.013;24.005;0;21544;606972;0;0
1885.564;24.542;0;21545;606969;0;0
1877.764;25.128;0;21546;606966;0;0
1872.802;25.006;0;21547;606962;0;0
1872.408;23.81;0;21548;606959;0;0
1875.309;23.565;0;21549;606956;0;0
1871.857;21.099;0;21550;606952;0;0
1868.766;20.098;0;21551;606949;0;0
1869.356;18.022;0;21552;606946;0;0
1863.743;16.19;0;21553;606943;0;0
1868.172;14.701;0;21554;606939;0;0
1878.813;13.675;0;21555;606936;0;0
1869.508;12.918;0;21556;606933;0;0
1873.906;12.479;0;21557;606930;0;0
1877.248;11.453;0;21558;606927;0;0
1877.208;10.647;0;21559;606924;0;0
1878.246;10.33;0;21560;606920;0;0
2879.611;12.918;0;21561;606917;0;0
2898.972;16.361;0;21562;606914;0;0
2905.262;19.048;0;21563;606911;0;0
2907.743;20.391;0;21564;606908;0;0
2908.368;20.147;0;21565;606905;0;0
2907.523;17.998;0;21566;606902;0;0
2899.062;15.458;0;21567;606899;0;0
2859.339;13.016;0;21568;606895;0;0
2788.757;11.648;0;21569;606892;0;0
2841.151;12.772;0;21570;606889;0;0
2879.733;15.018;0;21571;606886;0;0
2954.046;16.679;0;21572;606883;0;0
3011.688;20.562;0;21573;606880;0;0
3198.663;29.158;0;21574;606877;0;0
3172.963;40.488;0;21575;606874;0;0
3137.618;55.14;0;21576;606870;0;0
3073.513;80.415;0;21577;606867;0;0
3027.713;100;128;21578;606864;0;0
2981.675;100;128;21579;606861;0;0
2966.229;100;128;21580;606858;0;0
2957.082;100;128;21581;606855;0;0
2930.653;100;128;21582;606852;0;0
2933.303;100;128;21583;606848;0;0
2925.3;100;128;21584;606845;0;0
2928.33;100;128;21585;606842;0;0
2929.415;100;128;21586;606839;0;0
2928.993;100;128;21587;606836;0;0
2926.873;100;128;21588;606832;0;0
2926.759;100;128;21589;606829;0;0
2927.743;100;128;21590;606826;0;0
2925.801;100;128;21591;606823;0;0
2923.509;100;128;21592;606820;0;0
2918.938;100;128;21593;606816;0;0
2918.925;100;128;21594;606813;0;0
2918.513;100;128;21595;606810;0;0
2914.517;100;128;21596;606807;0;0
2901.053;100;128;21597;606803;0;0
2898.428;100;128;21598;606800;0;0
2895.947;100;128;21599;606797;0;0
2896.014;100;128;21600;606793;0;0
2897.484;100;128;21601;606790;0;0
2899.811;100;128;21602;606787;0;0
2909.737;100;128;21603;606783;0;0
2911.057;100;128;21604;606780;0;0
2913.672;100;128;21605;606777;0;0
2913.794;100;128;21606;606773;0;0
2915.423;100;128;21607;606770;0;0
2916.337;100;128;21608;606767;0;0
2916.863;100;128;21609;606763;0;0
2915.233;100;128;21610;606760;0;0
2912.855;100;128;21611;606756;0;0
2911.25;100;128;21612;606753;0;0
2912.107;100;128;21613;606750;0;0
2912.965;100;128;21614;606746;0;0
2924.276;100;128;21615;606743;0;0
2926.045;100;128;21616;606739;0;0
2924.338;100;128;21617;606736;0;0
2923.188;100;128;21618;606733;0;0
2920.245;100;128;21619;606729;0;0
2919.191;100;128;21620;606726;0;0
2919.667;100;128;21621;606722;0;0
2927.56;100;128;21622;606719;0;0
2934.991;100;128;21623;606715;0;0
2935.923;100;128;21624;606712;0;0
2934.276;100;128;21625;606708;0;0
2931.095;100;128;21626;606705;0;0
2929.542;100;128;21627;606701;0;0
2927.556;100;128;21628;606698;0;0
2923.007;100;128;21629;606694;0;0
2919.681;100;128;21630;606691;0;0
2918.202;100;128;21631;606687;0;0
2916.067;100;128;21632;606684;0;0
2915.067;100;128;21633;606680;0;0
2914.238;100;128;21634;606677;0;0
2914.82;100;128;21635;606673;0;0
2916.927;100;128;21636;606670;0;0
2918.531;100;128;21637;606666;0;0
2919.312;100;128;21638;606663;0;0
2919.205;100;128;21639;606659;0;0
2919.644;100;128;21640;606655;0;0
2920.382;100;128;21641;606652;0;0
2921.6;100;128;21642;606648;0;0
2921.627;100;128;21643;606645;0;0
2920.739;100;128;21644;606641;0;0
2928.225;100;128;21645;606637;0;0
2934.276;100;128;21646;606634;0;0
2937.273;100;128;21647;606630;0;0
2936.29;100;128;21648;606627;0;0
2930.119;100;128;21649;606623;0;0
2931.897;100;128;21650;606619;0;0
2930.625;100;128;21651;606616;0;0
2926.61;100;128;21652;606612;0;0
2926.778;100;128;21653;606608;0;0
2925.92;100;128;21654;606605;0;0
2923.773;100;128;21655;606601;0;0
2921.745;100;128;21656;606597;0;0
2921.346;100;128;21657;606594;0;0
2920.392;100;128;21658;606590;0;0
2920.587;100;128;21659;606586;0;0
2921.37;100;128;21660;606582;0;0
2922.6;100;128;21661;606579;0;0
2923.52;100;128;21662;606575;0;0
2924.819;100;128;21663;606571;0;0
2923.991;100;128;21664;606567;0;0
2923.608;100;128;21665;606564;0;0
2923.101;100;128;21666;606560;0;0
2924.932;100;128;21667;606556;0;0
2927.733;100;128;21668;606552;0;0
2924.431;100;128;21669;606548;0;0
2925.5;100;128;21670;606544;0;0
2930.171;100;128;21671;606540;0;0
2929.206;100;128;21672;606536;0;0
2938.666;100;128;21673;606533;0;0
2947.657;100;128;21674;606529;0;0
2954.167;100;128;21675;606525;0;0
2955.394;100;128;21676;606521;0;0
2951.624;100;128;21677;606517;0;0
2943.052;100;128;21678;606513;0;0
2941.795;100;128;21679;606509;0;0
2946.7;100;128;21680;606505;0;0
2950.846;100;128;21681;606500;0;0
2950.779;100;128;21682;606496;0;0
2933.763;100;128;21683;606492;0;0
2933.585;100;128;21684;606488;0;0
2935.129;100;128;21685;606484;0;0
2936.479;100;128;21686;606480;0;0
2935.321;100;128;21687;606475;0;0
2932.322;100;128;21688;606471;0;0
2931.107;100;128;21689;606467;0;0
2934.208;100;128;21690;606463;0;0
2937.024;100;128;21691;606458;0;0
2937.462;100;128;21692;606454;0;0
2937.898;100;128;21693;606450;0;0
2941.254;100;128;21694;606445;0;0
2951.592;100;128;21695;606441;0;0
2949.918;100;128;21696;606437;0;0
2936.543;100;128;21697;606432;0;0
2933.631;100;128;21698;606428;0;0
2931.442;100;128;21699;606423;0;0
2930.445;100;128;21700;606419;0;0
2935.087;100;128;21701;606414;0;0
2930.817;100;128;21702;606410;0;0
2929.026;100;128;21703;606405;0;0
2924.786;100;128;21704;606400;0;0
2926.835;100;128;21705;606396;0;0
2945.272;100;128;21706;606391;0;0
2949.622;100;128;21707;606386;0;0
2950.047;100;128;21708;606382;0;0
2953.103;100;128;21709;606377;0;0
2954.238;100;128;21710;606372;0;0
2953.067;100;128;21711;606367;0;0
2956.732;100;128;21712;606363;0;0
2959.995;100;128;21713;606358;0;0
2959.079;100;128;21714;606353;0;0
2958.535;100;128;21715;606348;0;0
2957.015;100;128;21716;606343;0;0
2940.01;100;128;21717;606338;0;0
2929.898;100;128;21718;606333;0;0
2937.157;100;128;21719;606328;0;0
2948.555;100;128;21720;606323;0;0
2962.432;100;128;21721;606318;0;0
2971.28;100;128;21722;606313;0;0
2964.035;100;128;21723;606308;0;0
2956.072;100;128;21724;606303;0;0
2952.218;100;128;21725;606298;0;0
2953.434;100;128;21726;606293;0;0
2955.067;100;128;21727;606288;0;0
2954.257;100;128;21728;606283;0;0
2948.251;100;128;21729;606278;0;0
2938.099;100;128;21730;606272;0;0
2928.933;100;128;21731;606267;0;0
2931.222;100;128;21732;606262;0;0
2931.472;100;128;21733;606257;0;0
2930.684;100;128;21734;606251;0;0
2920.764;100;128;21735;606246;0;0
2915.783;100;128;21736;606241;0;0
2916.185;100;128;21737;606236;0;0
2928.038;100;128;21738;606230;0;0
2929.382;100;128;21739;606225;0;0
2940.806;100;128;21740;606220;0;0
2952.178;100;128;21741;606214;0;0
2945.46;100;128;21742;606209;0;0
2942.102;100;128;21743;606204;0;0
2925.822;100;128;21744;606198;0;0
2934.931;100;128;21745;606193;0;0
2951.176;100;128;21746;606187;0;0
2973.697;100;128;21747;606182;0;0
2983.498;100;128;21748;606176;0;0
2984.53;100;128;21749;606171;0;0
2976.547;100;128;21750;606165;0;0
2965.811;100;128;21751;606160;0;0
2957.273;100;128;21752;606154;0;0
2952.439;100;128;21753;606149;0;0
2952.578;100;128;21754;606143;0;0
2953.67;100;128;21755;606138;0;0
2949.756;100;128;21756;606132;0;0
2943.711;100;128;21757;606127;0;0
2951.67;100;128;21758;606121;0;0
2969.074;100;128;21759;606115;0;0
2971.955;100;128;21760;606110;0;0
2972.097;100;128;21761;606104;0;0
2965.361;100;128;21762;606098;0;0
2956.707;100;128;21763;606093;0;0
2948.86;100;128;21764;606087;0;0
2939.303;100;128;21765;606081;0;0
2938.693;100;128;21766;606076;0;0
2944.02;100;128;21767;606070;0;0
2946.331;100;128;21768;606064;0;0
2946.393;100;128;21769;606058;0;0
2936.215;100;128;21770;606053;0;0
2936.403;100;128;21771;606047;0;0
2946.794;100;128;21772;606041;0;0
2950.661;100;128;21773;606035;0;0
2941.092;100;128;21774;606029;0;0
2933.207;100;128;21775;606024;0;0
2942.458;100;128;21776;606018;0;0
2939.489;100;128;21777;606012;0;0
2947.045;100;128;21778;606006;0;0
2953.514;100;128;21779;606000;0;0
2952.907;100;128;21780;605994;0;0
2952.132;100;128;21781;605988;0;0
2953.995;100;128;21782;605982;0;0
2954.707;100;128;21783;605976;0;0
2952.854;100;128;21784;605970;0;0
2948.897;100;128;21785;605964;0;0
2947.86;100;128;21786;605958;0;0
2954.352;100;128;21787;605952;0;0
2962.415;100;128;21788;605946;0;0
2970.092;100;128;21789;605940;0;0
2971.466;100;128;21790;605934;0;0
2969.632;100;128;21791;605928;0;0
2966.142;100;128;21792;605922;0;0
2966.834;100;128;21793;605916;0;0
2971.094;100;128;21794;605910;0;0
2976.87;100;128;21795;605904;0;0
2984.442;100;128;21796;605897;0;0
2991.716;98.999;0;21797;605891;0;0
3005.428;48.669;0;21798;605885;0;0
3040.447;20.537;0;21799;605879;0;0
3069.997;9.719;0;21800;605873;0;0
3034.145;6.252;0;21801;605867;0;0
2956.306;6.178;0;21802;605860;0;0
2927.155;10.647;0;21803;605854;0;0
2931.856;19.194;0;21804;605848;0;0
2935.928;28.425;0;21805;605842;0;0
2936.812;28.938;0;21806;605836;0;0
2930.278;21.074;0;21807;605829;0;0
2918.636;11.258;0;21808;605823;0;0
2911.776;6.398;0;21809;605817;0;0
2920.542;4.298;0;21810;605811;0;0
2934.196;3.272;0;21811;605804;0;0
2933.816;2.906;0;21812;605798;0;0
2919.4;3.272;0;21813;605792;0;0
2911.928;3.272;0;21814;605786;0;0
2923.439;3.37;0;21815;605779;0;0
2931.46;4.029;0;21816;605773;0;0
2918.532;5.372;0;21817;605767;0;0
2921.215;6.569;0;21818;605760;0;0
2909.658;6.007;0;21819;605754;0;0
2909.292;4.762;0;21820;605748;0;0
2911.803;4.42;0;21821;605741;0;0
2924.8;4.957;0;21822;605735;0;0
2933.51;5.934;0;21823;605729;0;0
2928.029;5.495;0;21824;605722;0;0
2913.099;4.689;0;21825;605716;0;0
2897.919;3.639;0;21826;605710;0;0
2894.184;3.858;0;21827;605704;0;0
2904.596;5.397;0;21828;605697;0;0
2916.968;5.788;0;21829;605691;0;0
2915.957;5.714;0;21830;605685;0;0
2916.051;4.64;0;21831;605678;0;0
2913.34;4.151;0;21832;605672;0;0
2908.759;3.663;0;21833;605665;0;0
2902.868;3.248;0;21834;605659;0;0
2912.875;2.711;0;21835;605653;0;0
2907.538;3.004;0;21836;605646;0;0
2907.465;2.711;0;21837;605640;0;0
2920.75;2.833;0;21838;605633;0;0
2918.676;3.394;0;21839;605627;0;0
2925.709;3.297;0;21840;605621;0;0
2911.257;3.321;0;21841;605614;0;0
2910.517;3.932;0;21842;605608;0;0
2915.126;4.151;0;21843;605602;0;0
2925.357;4.444;0;21844;605595;0;0
2928.503;5.079;0;21845;605589;0;0
2922.042;5.617;0;21846;605582;0;0
2918.919;6.569;0;21847;605576;0;0
2925.881;7.302;0;21848;605569;0;0
2924.795;8.913;0;21849;605563;0;0
2917.986;9.988;0;21850;605557;0;0
2911.932;9.67;0;21851;605550;0;0
2911.46;8.156;0;21852;605544;0;0
2917.751;6.081;0;21853;605537;0;0
2927.158;5.177;0;21854;605531;0;0
2928.216;4.664;0;21855;605524;0;0
2922.539;4.444;0;21856;605518;0;0
2914.248;4.396;0;21857;605511;0;0
2916.727;5.031;0;21858;605505;0;0
2916.554;5.324;0;21859;605498;0;0
2912.733;4.811;0;21860;605492;0;0
2910.392;4.713;0;21861;605485;0;0
2921.844;4.371;0;21862;605479;0;0
2916.967;4.054;0;21863;605472;0;0
2916.454;3.687;0;21864;605466;0;0
2909.707;4.42;0;21865;605459;0;0
2913.546;4.933;0;21866;605453;0;0
2915.134;5.275;0;21867;605446;0;0
2924.37;4.933;0;21868;605440;0;0
2913.603;4.811;0;21869;605433;0;0
2914.321;4.591;0;21870;605427;0;0
2909.604;3.932;0;21871;605420;0;0
2904.789;3.736;0;21872;605413;0;0
2917.901;4.567;0;21873;605407;0;0
2917.257;5.592;0;21874;605400;0;0
2921.194;5.543;0;21875;605393;0;0
2921.868;5.47;0;21876;605387;0;0
2923.303;6.227;0;21877;605380;0;0
2915.685;6.789;0;21878;605373;0;0
2906.492;7.937;0;21879;605367;0;0
2905.844;6.764;0;21880;605360;0;0
2907.777;4.493;0;21881;605353;0;0
2912.992;3.98;0;21882;605347;0;0
2904.504;4.298;0;21883;605340;0;0
2908.833;4.151;0;21884;605333;0;0
2906.741;4.151;0;21885;605327;0;0
2917.905;5.348;0;21886;605320;0;0
2920.392;6.667;0;21887;605313;0;0
2922.461;7.448;0;21888;605306;0;0
2915.589;6.74;0;21889;605299;0;0
2912.555;6.496;0;21890;605293;0;0
2917.379;7.497;0;21891;605286;0;0
2922.995;9.328;0;21892;605279;0;0
2919.855;11.624;0;21893;605272;0;0
2917.644;11.6;0;21894;605265;0;0
2915.38;8.596;0;21895;605258;0;0
2919.25;6.838;0;21896;605251;0;0
2913.784;7.179;0;21897;605245;0;0
2916.315;7.179;0;21898;605238;0;0
2916.302;6.496;0;21899;605231;0;0
2924.437;7.937;0;21900;605224;0;0
2925.504;9.206;0;21901;605217;0;0
2918.887;9.182;0;21902;605210;0;0
2918.144;8.4;0;21903;605203;0;0
2920.659;12.821;0;21904;605196;0;0
2922.241;18.877;0;21905;605189;0;0
2919.951;20.293;0;21906;605182;0;0
2917.22;15.214;0;21907;605175;0;0
2918.217;12.894;0;21908;605168;0;0
2915.689;12.601;0;21909;605161;0;0
2918.528;11.526;0;21910;605153;0;0
2924.001;9.451;0;21911;605146;0;0
2923.891;8.913;0;21912;605139;0;0
2922.186;8.84;0;21913;605132;0;0
2912.768;8.132;0;21914;605125;0;0
2913.073;7.521;0;21915;605118;0;0
2923.07;8.742;0;21916;605110;0;0
2923.129;9.817;0;21917;605103;0;0
2917.232;8.132;0;21918;605096;0;0
2909.996;7.082;0;21919;605089;0;0
2915.444;7.546;0;21920;605081;0;0
2917.27;9.255;0;21921;605074;0;0
2918.968;10.183;0;21922;605067;0;0
2917.943;10.11;0;21923;605059;0;0
2925.166;9.792;0;21924;605052;0;0
2928.343;12.845;0;21925;605045;0;0
2927.023;19.536;0;21926;605037;0;0
2918.863;22.051;0;21927;605030;0;0
2913.592;15.824;0;21928;605023;0;0
2909.828;9.426;0;21929;605015;0;0
2921.29;6.178;0;21930;605008;0;0
2937.145;6.081;0;21931;605000;0;0
2947.711;10.574;0;21932;604993;0;0
2937.142;15.214;0;21933;604985;0;0
2930.505;15.751;0;21934;604978;0;0
2927.158;13.651;0;21935;604970;0;0
2918.304;10.379;0;21936;604963;0;0
2915.72;9.988;0;21937;604955;0;0
2922.159;12.308;0;21938;604948;0;0
2921.354;17.68;0;21939;604940;0;0
2913.846;24.567;0;21940;604933;0;0
2915.837;25.226;0;21941;604925;0;0
2921.052;20.366;0;21942;604918;0;0
2923.467;19.023;0;21943;604910;0;0
2921.521;18.266;0;21944;604903;0;0
2923.419;14.457;0;21945;604895;0;0
2923.581;9.28;0;21946;604887;0;0
2922.181;8.327;0;21947;604880;0;0
2921.104;8.938;0;21948;604872;0;0
2923.038;9.988;0;21949;604865;0;0
2927.104;10.549;0;21950;604857;0;0
2935.201;9.035;0;21951;604849;0;0
2928.044;11.453;0;21952;604842;0;0
2918.272;20.684;0;21953;604834;0;0
2919.093;27.766;0;21954;604826;0;0
2922.678;25.861;0;21955;604819;0;0
2919.654;22.125;0;21956;604811;0;0
2925.059;23.028;0;21957;604803;0;0
2924.968;27.912;0;21958;604796;0;0
2919.561;29.866;0;21959;604788;0;0
2915.321;23.614;0;21960;604780;0;0
2916.577;15.971;0;21961;604773;0;0
2920.897;11.16;0;21962;604765;0;0
2932.989;9.915;0;21963;604757;0;0
2927.198;11.819;0;21964;604750;0;0
2923.352;13.211;0;21965;604742;0;0
2922.987;11.868;0;21966;604734;0;0
2920.964;13.089;0;21967;604726;0;0
2919.148;13.651;0;21968;604719;0;0
2914.346;11.111;0;21969;604711;0;0
2920.417;10.354;0;21970;604703;0;0
2923.02;13.358;0;21971;604695;0;0
2921.627;17.045;0;21972;604688;0;0
2920.269;20.684;0;21973;604680;0;0
2919.162;22.344;0;21974;604672;0;0
2917.449;19.56;0;21975;604664;0;0
2911.865;18.901;0;21976;604656;0;0
2911.757;16.068;0;21977;604648;0;0
2919.074;15.775;0;21978;604641;0;0
2925.651;19.194;0;21979;604633;0;0
2929.638;23.663;0;21980;604625;0;0
2920.985;30.842;0;21981;604617;0;0
2911.964;30.379;0;21982;604609;0;0
2905.658;18.095;0;21983;604601;0;0
2915.77;11.38;0;21984;604593;0;0
2920.976;10.818;0;21985;604585;0;0
2918.983;9.377;0;21986;604577;0;0
2914.024;11.941;0;21987;604569;0;0
2915.714;16.801;0;21988;604561;0;0
2917.724;20.781;0;21989;604553;0;0
2916.657;22.515;0;21990;604546;0;0
2912.04;22.637;0;21991;604537;0;0
2915.639;18.242;0;21992;604529;0;0
2923.896;13.431;0;21993;604521;0;0
2939.14;11.77;0;21994;604513;0;0
2948.542;10.696;0;21995;604505;0;0
2944.912;12.283;0;21996;604497;0;0
2934.097;11.477;0;21997;604489;0;0
2925.287;9.28;0;21998;604481;0;0
2921.523;11.941;0;21999;604473;0;0
2916.596;18.364;0;22000;604465;0;0
2917.145;19.902;0;22001;604457;0;0
2920.493;19.56;0;22002;604449;0;0
2922.961;19.756;0;22003;604441;0;0
2919.67;19.316;0;22004;604433;0;0
2920.05;16.41;0;22005;604425;0;0
2919.571;16.044;0;22006;604417;0;0
2915.589;22.637;0;22007;604409;0;0
2921.354;25.25;0;22008;604401;0;0
2926.229;19.243;0;22009;604393;0;0
